TimesH,Frame,NoMissing,61,61,63,63,74,74,78,78,79,79,126,126,129,129,135,135,139,139,140,140,141,141,150,150,161,161,165,165,178,178,181,181,184,184,189,189,211,211,215,215,219,219,220,220,223,223,229,229,234,234,235,235,236,236,245,245,263,263,271,271,282,282,284,284,292,292,300,300,311,311,319,319,322,322,326,326,328,328,330,330,351,351,356,356,363,363,367,367,500,500,515,515,524,524,542,542,564,564,572,572,622,622,708,708,958,958
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
35.5,142.0,,126.24700000000001,50.363,241.322,51.61,183.199,55.062,212.23,56.066,253.893,58.108999999999995,254.50799999999998,72.83800000000001,131.715,78.229,116.264,83.086,83.042,82.891,138.032,83.43700000000001,187.347,80.572,100.485,86.44200000000001,244.0,91.0,237.30700000000002,93.524,142.607,95.677,54.378,98.478,179.892,92.25299999999999,277.726,100.581,92.68299999999999,107.835,117.42200000000001,102.25,253.85,108.323,270.084,110.805,237.237,109.991,101.77600000000001,113.561,53.47,113.044,249.863,114.78399999999999,221.226,113.389,109.305,118.23899999999999,91.95,124.962,39.760999999999996,125.757,250.02,131.141,86.735,131.659,63.494,137.678,268.453,140.938,91.773,138.453,258.58799999999997,142.428,88.40799999999999,146.148,248.94299999999998,144.13,50.244,141.822,35.205999999999996,149.759,289.0,154.495,237.608,150.041,48.823,152.886,263.565,153.03799999999998,230.274,8.672,96.2,12.864,190.28400000000002,15.079,113.801,24.180999999999997,68.875,70.825,225.542,101.68799999999999,231.387,114.729,200.563,83.56,131.344,118.039
35.75,143.0,,126.228,50.331,241.357,51.644,183.166,55.006,212.25799999999998,56.062,253.868,58.13,254.49599999999998,72.785,131.739,78.156,116.245,83.072,83.044,82.9,138.04,83.465,187.322,80.60300000000001,100.505,86.48,245.45,91.507,237.33,93.397,142.614,95.65799999999999,54.386,98.444,179.987,92.166,277.682,100.62899999999999,92.615,107.807,117.405,102.264,253.832,108.292,270.092,110.896,237.30700000000002,109.992,101.755,113.538,53.523999999999994,112.96,249.899,114.779,221.233,113.425,109.266,118.25,91.90799999999999,124.999,39.801,125.73299999999999,250.033,131.138,86.715,131.643,63.528999999999996,137.68200000000002,268.61,140.967,91.706,138.477,258.615,142.434,88.302,146.076,248.975,144.168,50.251999999999995,141.83100000000002,35.272,149.805,288.982,154.411,237.68400000000003,150.083,48.806999999999995,152.835,263.513,153.032,230.269,8.727,96.18799999999999,12.865,190.352,15.081,113.829,24.142,68.837,70.848,225.545,101.677,231.46,114.77,200.56099999999998,83.5,131.338,118.04
36.0,144.0,,126.22200000000001,50.365,241.365,51.583999999999996,183.188,54.958999999999996,212.29,56.068000000000005,253.886,58.146,254.558,72.85,131.708,78.105,116.226,83.07700000000001,83.065,82.92,138.019,83.445,187.33,80.533,100.51799999999999,86.46,,,237.332,93.351,142.539,95.602,54.431999999999995,98.45299999999999,180.044,92.2,277.672,100.671,92.568,107.76299999999999,117.4,102.228,253.86,108.316,270.098,110.935,237.287,110.01700000000001,101.79799999999999,113.446,53.511,112.943,249.863,114.77600000000001,221.204,113.415,109.234,118.399,91.88600000000001,124.948,39.812,125.766,250.071,131.08100000000002,86.72200000000001,131.664,63.799,137.457,268.603,140.864,91.723,138.455,258.58799999999997,142.431,88.235,146.061,248.976,144.17600000000002,50.206,141.817,35.223,149.774,288.923,154.311,237.68,150.085,48.8,152.768,263.591,153.04399999999998,230.27599999999998,8.746,96.178,12.872,190.41299999999998,15.123,113.77799999999999,24.144000000000002,68.839,70.84,225.544,101.67399999999999,231.46599999999998,114.839,200.66099999999997,83.694,131.34799999999998,118.04700000000001
36.25,145.0,,126.226,50.403999999999996,241.36599999999999,51.604,183.197,54.919,212.303,56.13,253.798,58.071999999999996,254.575,72.883,131.745,78.112,116.259,83.079,83.06,82.93,138.014,83.43700000000001,187.25,80.402,100.53299999999999,86.515,242.13099999999997,91.03299999999999,237.304,93.50399999999999,142.559,95.601,54.386,98.431,180.0,92.17299999999999,277.697,100.697,92.529,107.766,117.38799999999999,102.223,253.783,108.307,270.17900000000003,110.963,237.24900000000002,110.0,101.84,113.43799999999999,53.433,112.992,249.882,114.771,221.273,113.46700000000001,109.28299999999999,118.46700000000001,91.994,124.926,39.844,125.76,250.085,130.99,86.68,131.65,63.798,137.453,268.53700000000003,140.839,91.712,138.489,258.591,142.42,88.24700000000001,146.109,249.014,144.232,50.184,141.835,35.291,149.733,288.908,154.34,237.708,150.093,48.847,152.80200000000002,263.582,153.024,230.26,8.726,96.111,12.8,190.43200000000002,15.084000000000001,113.68299999999999,24.128,68.877,70.848,225.548,101.678,231.429,114.875,200.523,83.75,131.356,118.025
36.5,146.0,,126.208,50.327,241.33,51.598,183.208,54.972,212.426,56.18899999999999,253.80900000000003,58.093999999999994,254.39,72.425,131.826,78.08,116.26700000000001,83.086,83.053,82.92200000000001,138.013,83.34299999999999,187.236,80.406,100.499,86.523,243.0,91.0,237.37099999999998,93.459,142.60299999999998,95.59,54.343,98.38799999999999,179.998,92.11399999999999,277.676,100.682,92.52,107.791,117.34899999999999,102.256,253.805,108.345,270.20099999999996,110.98700000000001,237.252,109.98100000000001,101.836,113.427,53.394,113.027,249.94400000000002,114.788,221.21,113.387,109.23899999999999,118.65700000000001,92.04799999999999,124.845,39.853,125.82600000000001,250.19400000000002,130.945,86.676,131.628,63.813,137.418,268.481,140.661,91.699,138.467,258.592,142.408,88.219,146.046,249.106,144.27100000000002,50.213,141.797,35.368,149.798,288.863,154.375,237.679,150.072,48.852,152.81,263.677,152.945,230.298,8.74,96.089,12.83,190.41400000000002,15.110999999999999,113.575,24.115,68.89699999999999,70.806,225.543,101.67,231.38400000000001,114.708,200.977,83.881,131.334,117.97399999999999
36.75,147.0,,126.227,50.375,241.34900000000002,51.527,183.153,54.946000000000005,212.4,56.152,253.796,58.129,254.487,72.654,131.768,78.064,116.23700000000001,83.079,83.05799999999999,82.914,138.009,83.32799999999999,187.226,80.351,100.509,86.454,243.438,91.406,237.38400000000001,93.395,142.57299999999998,95.598,54.378,98.38799999999999,180.019,92.075,277.73,100.691,92.508,107.789,117.40299999999999,102.266,253.787,108.36,270.18,111.024,237.292,109.948,101.836,113.406,53.244,113.06299999999999,250.0,114.774,221.227,113.36,109.286,118.759,92.03,124.804,39.773,125.837,250.24,131.076,86.695,131.602,63.833999999999996,137.411,268.383,140.66899999999998,91.712,138.44899999999998,258.601,142.406,88.139,145.97299999999998,249.033,144.128,50.222,141.81799999999998,35.408,149.752,288.846,154.36700000000002,237.645,150.064,48.83,152.836,263.624,152.964,230.327,8.645,96.02600000000001,12.776,190.475,15.13,113.406,24.108,68.8,70.77600000000001,225.52200000000002,101.65,231.44099999999997,114.788,200.551,83.491,131.356,117.994
37.0,148.0,,126.307,50.443000000000005,241.354,51.475,183.15400000000002,54.912,212.417,56.157,253.872,58.141999999999996,254.58900000000003,72.733,131.753,77.992,116.235,83.071,83.059,82.92200000000001,138.002,83.31,187.3,80.35600000000001,100.56200000000001,86.515,242.30200000000002,91.029,237.36700000000002,93.28299999999999,142.57299999999998,95.64299999999999,54.354,98.353,180.00900000000001,92.027,277.661,100.66,92.50200000000001,107.822,117.448,102.255,253.75799999999998,108.35,270.158,111.04700000000001,237.393,109.93,101.825,113.399,52.99100000000001,113.176,250.0,114.75299999999999,221.27,113.419,109.29299999999999,118.693,92.075,124.709,39.747,125.90799999999999,250.25900000000001,131.007,86.704,131.602,63.825,137.403,268.375,140.707,91.728,138.468,258.575,142.399,88.12,145.969,249.024,144.174,50.233000000000004,141.841,35.400999999999996,149.754,288.887,154.32399999999998,237.59900000000002,150.055,48.82899999999999,152.702,263.722,152.935,230.40099999999998,8.684,96.084,12.919,190.358,15.155,113.45299999999999,24.058000000000003,68.76100000000001,70.732,225.513,101.63,231.412,114.745,200.495,83.40700000000001,131.371,117.984
37.25,149.0,,126.39200000000001,50.446999999999996,241.428,51.461000000000006,183.145,54.863,212.433,56.153,253.708,58.176,254.581,72.655,131.72899999999998,77.9,116.259,83.053,83.074,82.921,138.016,83.242,187.266,80.366,100.574,86.48,,,237.407,93.27600000000001,142.593,95.568,54.343,98.31,179.97,92.03399999999999,277.664,100.708,92.598,107.84100000000001,117.459,102.195,253.733,108.311,270.08299999999997,111.022,237.395,110.01100000000001,101.834,113.41799999999999,52.893,113.20299999999999,250.021,114.743,221.24,113.45299999999999,109.29700000000001,118.708,91.978,124.561,39.765,125.911,250.236,130.939,86.677,131.602,63.571999999999996,137.545,268.439,140.752,91.61,138.558,258.566,142.404,88.126,145.955,249.047,144.144,50.25,141.827,35.363,149.711,288.897,154.245,237.58,150.077,48.802,152.69,263.796,152.96200000000002,230.30599999999998,8.715,96.09100000000001,12.982000000000001,190.416,15.135,113.58200000000001,24.025,68.8,70.668,225.50599999999997,101.61200000000001,231.356,114.749,201.419,83.56700000000001,131.391,117.971
37.5,150.0,,126.415,50.486999999999995,241.456,51.445,183.179,54.916000000000004,212.399,56.138999999999996,253.84799999999998,58.144,254.583,72.618,131.689,77.931,116.227,83.038,83.05799999999999,82.928,138.009,83.20700000000001,187.232,80.354,100.564,86.48,246.0,91.0,237.385,93.24799999999999,142.737,95.435,54.336000000000006,98.28200000000001,179.96099999999998,91.999,277.655,100.779,92.58200000000001,107.85700000000001,117.441,102.195,253.665,108.309,270.124,111.03399999999999,237.459,109.98299999999999,101.807,113.395,52.81100000000001,113.211,249.945,114.745,221.232,113.38,109.334,118.84700000000001,91.88,124.67299999999999,39.72,125.932,250.31799999999998,130.92600000000002,86.664,131.614,63.841,137.351,268.375,140.739,91.654,138.548,258.54900000000004,142.428,88.111,145.971,249.067,144.025,50.181999999999995,141.85299999999998,35.359,149.715,288.871,154.201,237.61700000000002,150.114,48.8,152.721,263.819,152.971,230.373,8.673,96.165,12.949000000000002,190.322,15.196,113.645,24.064,68.796,70.694,225.498,101.581,231.264,114.74700000000001,200.66099999999997,83.54700000000001,131.377,117.955
37.75,151.0,,126.45100000000001,50.39,241.43099999999998,51.46,183.185,54.861000000000004,212.455,56.226000000000006,253.708,58.123000000000005,254.345,72.344,131.66299999999998,77.82,116.244,83.036,83.05,82.90299999999999,137.941,83.255,187.22400000000002,80.274,100.539,86.475,246.0,91.0,237.378,93.18700000000001,142.767,95.39200000000001,54.343,98.255,180.003,91.976,277.621,100.74799999999999,92.571,107.825,117.39200000000001,102.204,253.78099999999998,108.292,270.10400000000004,110.913,237.575,109.985,101.816,113.396,52.696000000000005,113.23100000000001,249.93599999999998,114.715,221.248,113.447,109.32799999999999,118.89399999999999,91.90700000000001,124.66,39.705999999999996,125.84899999999999,250.24200000000002,130.821,86.66799999999999,131.563,63.836999999999996,137.29399999999998,268.46,140.738,91.666,138.555,258.569,142.439,88.12100000000001,145.958,249.09400000000002,143.985,50.178999999999995,141.83100000000002,35.357,149.719,288.81,154.17700000000002,237.575,150.118,48.784,152.634,263.844,152.952,230.421,8.627,96.221,13.037,190.266,15.18,113.556,24.035999999999998,68.77199999999999,70.699,225.50599999999997,101.58200000000001,231.226,114.758,200.783,83.53200000000001,131.41,117.934
38.0,152.0,,126.39399999999999,50.403999999999996,241.37,51.473,183.18,54.83,212.365,56.178000000000004,253.94299999999998,58.163000000000004,254.51,72.727,131.63,77.806,116.242,83.03200000000001,83.054,82.91,137.965,83.304,187.283,80.181,100.525,86.462,246.455,91.565,237.36700000000002,93.198,142.797,95.42,54.341,98.20299999999999,179.99200000000002,91.91,277.64,100.734,92.51299999999999,107.874,117.307,102.169,253.771,108.322,270.079,110.92200000000001,237.577,109.97399999999999,101.786,113.316,52.665,113.24,249.923,114.727,221.22,113.324,109.319,118.85799999999999,91.91799999999999,124.669,39.732,125.854,250.28900000000002,130.766,86.691,131.556,63.915,137.226,268.421,140.69899999999998,91.676,138.542,258.567,142.43,88.037,145.93200000000002,249.09400000000002,143.957,50.226000000000006,141.812,35.391,149.714,288.775,154.17700000000002,237.641,150.164,48.821000000000005,152.556,263.883,152.944,230.41099999999997,8.488999999999999,96.171,12.972999999999999,190.203,15.206,113.515,24.072,68.79,70.633,225.515,101.589,231.24200000000002,114.73299999999999,200.27900000000002,83.382,131.477,117.94200000000001
38.25,153.0,,126.36399999999999,50.47,241.3,51.488,183.09900000000002,54.842,212.609,56.191,253.821,58.011,254.518,72.82600000000001,131.60399999999998,77.752,116.25299999999999,83.023,83.061,82.90899999999999,137.939,83.316,187.271,80.2,100.486,86.429,,,237.428,93.23200000000001,142.858,95.34200000000001,54.355,98.21,180.03599999999997,91.90899999999999,277.626,100.757,92.471,107.875,117.34700000000001,102.182,253.752,108.311,270.123,110.92399999999999,237.605,109.84100000000001,101.805,113.274,52.625,113.186,249.918,114.699,221.262,113.277,109.34,118.889,91.875,124.667,39.745,125.936,250.326,130.8,86.65899999999999,131.517,63.881,137.268,268.518,140.822,91.656,138.534,258.592,142.42600000000002,88.01799999999999,145.857,249.143,143.874,50.21,141.836,35.414,149.701,288.837,154.121,237.65900000000002,150.14,48.872,152.547,263.85900000000004,152.89600000000002,230.375,8.527999999999999,96.204,13.032,190.192,15.21,113.382,24.06,68.835,70.627,225.52599999999998,101.596,231.25799999999998,114.696,200.321,83.31200000000001,131.49200000000002,117.921
38.5,154.0,,126.40899999999999,50.468999999999994,241.31799999999998,51.527,183.078,54.827,212.63299999999998,56.108999999999995,253.864,58.04600000000001,254.56400000000002,72.803,131.636,77.749,116.27600000000001,83.015,83.054,82.897,137.916,83.306,187.282,80.171,100.455,86.348,,,237.472,93.319,142.918,95.236,54.411,98.205,179.983,91.867,277.586,100.802,92.445,107.86200000000001,117.26100000000001,102.179,253.84400000000002,108.305,270.132,110.781,237.611,109.838,101.82,113.26299999999999,52.544,113.23200000000001,250.002,114.671,221.303,113.292,109.35,118.935,91.91799999999999,124.73299999999999,39.771,125.876,250.493,130.745,86.664,131.491,63.897,137.24200000000002,268.599,140.841,91.75200000000001,138.498,258.592,142.401,88.03299999999999,145.815,249.17,143.88,50.196999999999996,141.85,35.414,149.731,288.82,154.072,237.67700000000002,150.209,48.851000000000006,152.467,263.863,152.885,230.394,8.574,96.11200000000001,12.885,190.15599999999998,15.129000000000001,113.24700000000001,24.053,68.94,70.583,225.555,101.613,231.238,114.727,200.72099999999998,83.209,131.503,117.92399999999999
38.75,155.0,,126.37,50.426,241.231,51.518,183.041,54.775,212.438,56.011,253.85,58.038999999999994,254.574,72.817,131.595,77.667,116.28399999999999,83.016,83.071,82.915,137.909,83.292,187.25900000000001,80.139,100.441,86.318,,,237.482,93.35799999999999,142.918,95.236,54.44,98.175,179.93,91.831,277.615,100.794,92.436,107.861,117.258,102.17299999999999,253.912,108.289,270.171,110.69200000000001,237.576,109.74,101.811,113.26799999999999,52.467,113.227,249.946,114.64299999999999,221.34799999999998,113.325,109.354,118.85700000000001,91.92399999999999,124.73,39.789,125.898,250.332,130.862,86.641,131.496,63.918,137.226,268.45,140.778,91.681,138.528,258.607,142.387,88.01299999999999,145.797,249.17,143.877,50.188,141.842,35.387,149.659,288.79900000000004,154.062,237.665,150.143,48.895,152.481,263.902,152.865,230.40099999999998,8.577,96.12200000000001,12.89,190.18599999999998,15.103,113.196,24.039,68.959,70.457,225.565,101.613,231.233,114.7,200.81799999999998,83.18,131.498,117.934
39.0,156.0,,126.272,50.354,241.243,51.489,183.043,54.801,212.421,56.018,253.833,58.028,254.59599999999998,72.783,131.607,77.67699999999999,116.26700000000001,83.04700000000001,83.04899999999999,82.919,137.889,83.28299999999999,187.267,80.138,100.46,86.305,,,237.511,93.32600000000001,142.971,95.167,54.449,98.15299999999999,179.957,91.75299999999999,277.595,100.792,92.49700000000001,107.86399999999999,117.26,102.206,253.868,108.262,270.209,110.619,237.601,109.69200000000001,101.759,113.24,52.428000000000004,113.26299999999999,249.959,114.601,221.363,113.318,109.353,118.821,91.95100000000001,124.69,39.771,125.954,250.347,130.825,86.655,131.52100000000002,63.898999999999994,137.213,268.426,140.731,91.781,138.423,258.58,142.363,87.965,145.75799999999998,249.202,143.93,50.177,141.852,35.483000000000004,149.681,288.67900000000003,153.975,237.583,150.22899999999998,48.918,152.593,263.805,152.916,230.33599999999998,8.535,96.096,12.831,190.097,15.222999999999999,113.29700000000001,23.989,68.91,70.462,225.593,101.61,231.22,114.654,200.662,83.167,131.524,117.979
39.25,157.0,,126.31200000000001,50.361999999999995,241.25099999999998,51.521,182.984,54.751000000000005,212.43400000000003,55.993,254.09799999999998,58.068999999999996,254.555,72.759,131.60399999999998,77.736,116.258,83.04299999999999,83.059,82.89399999999999,137.877,83.306,187.247,80.116,100.49700000000001,86.28,,,237.49599999999998,93.14200000000001,142.966,95.176,54.465,98.13600000000001,179.942,91.715,277.539,100.74600000000001,92.476,107.796,117.27,102.20700000000001,253.72799999999998,108.25399999999999,270.329,110.647,237.642,109.711,101.749,113.26700000000001,52.408,113.257,249.921,114.572,221.396,113.346,109.345,118.848,91.84700000000001,124.65700000000001,39.814,125.876,250.50099999999998,130.70600000000002,86.66799999999999,131.504,63.886,137.179,268.45599999999996,140.721,91.77799999999999,138.451,258.592,142.37,87.913,145.735,249.15599999999998,143.995,50.145,141.857,35.473,149.672,288.682,154.045,237.643,150.25,48.882,152.491,263.779,152.925,230.313,8.593,96.086,12.714,190.106,15.204,113.309,23.987,68.882,70.55199999999999,225.585,101.61399999999999,231.17700000000002,114.60600000000001,200.483,83.101,131.572,118.007
39.5,158.0,,126.318,50.33,241.22799999999998,51.563,182.99,54.835,212.389,55.911,254.106,58.06100000000001,254.558,72.669,131.562,77.704,116.271,83.051,83.052,82.906,137.874,83.28399999999999,187.28,80.00399999999999,100.514,86.355,,,237.523,92.95299999999999,143.002,95.211,54.456,98.084,179.937,91.698,277.48900000000003,100.818,92.434,107.78299999999999,117.353,102.141,253.7,108.223,270.34,110.678,237.71099999999998,109.74700000000001,101.704,113.24700000000001,52.428000000000004,113.25399999999999,249.868,114.501,221.328,113.306,109.344,118.86,91.881,124.721,39.855,125.87299999999999,250.43400000000003,130.741,86.68,131.486,63.845,137.245,268.4,140.708,91.73100000000001,138.468,258.572,142.32299999999998,87.899,145.673,249.26,143.88,50.13399999999999,141.842,35.47,149.639,288.676,154.014,237.688,150.259,48.898,152.489,263.934,152.884,230.363,8.658999999999999,96.26100000000001,12.862,190.143,15.24,113.272,23.984,68.775,70.609,225.584,101.609,231.22400000000002,114.571,200.62599999999998,83.166,131.58,118.073
